# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000831185.1	PRJNA254203	SAMN02900760	NA	na	96345	96345	Flavobacterium psychrophilum	strain=V4-24	NA	latest	Complete Genome	Major	Full	2014-07-22	ASM83118v1	University of Copenhagen	GCF_000831185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/185/GCA_000831185.1_ASM83118v1	NA	NA
GCA_000831205.1	PRJNA254206	SAMN02900764	NA	na	96345	96345	Flavobacterium psychrophilum	strain=v4-33	NA	latest	Complete Genome	Major	Full	2014-07-22	ASM83120v1	University of Copenhagen	GCF_000831205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/205/GCA_000831205.1_ASM83120v1	NA	NA
GCA_000831225.1	PRJNA254201	SAMN02900749	NA	na	96345	96345	Flavobacterium psychrophilum	strain=V3-5	NA	latest	Complete Genome	Major	Full	2014-07-22	ASM83122v1	University of Copenhagen	GCF_000831225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/225/GCA_000831225.1_ASM83122v1	NA	NA
GCA_009730675.1	PRJNA591399	SAMN13381501	NA	na	96345	96345	Flavobacterium psychrophilum	strain=FPCH6	NA	latest	Complete Genome	Major	Full	2019-12-05	ASM973067v1	Heilongjiang River Fishery Research Institute, Chinese Academy of Fishery Sciences	GCF_009730675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/730/675/GCA_009730675.1_ASM973067v1	NA	NA
GCA_900130145.1	PRJEB17873	SAMEA4545687	NA	na	96345	96345	Flavobacterium psychrophilum	strain=OSU THCO2-90	NA	latest	Complete Genome	Major	Full	2016-12-02	FpsyOSU-THCO2-90	INRA-MIG	GCF_900130145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/145/GCA_900130145.1_FpsyOSU-THCO2-90	NA	NA
GCA_012030695.1	PRJNA393873	SAMN14437413	NA	na	96495	96495	Wolbachia endosymbiont of Brugia pahangi	NA	FR3	latest	Complete Genome	Major	Full	2020-04-05	ASM1203069v1	University of Maryland Baltimore	GCF_012030695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/030/695/GCA_012030695.1_ASM1203069v1	NA	NA
GCA_001922305.1	PRJNA340223	SAMN06117593	NA	representative genome	96773	96773	Thauera chlorobenzoica	strain=3CB1	NA	latest	Complete Genome	Major	Full	2016-12-27	ASM192230v1	Friedrich Schiller University Jena	GCF_001922305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/305/GCA_001922305.1_ASM192230v1	NA	assembly from type material
GCA_002951955.1	PRJNA289898	SAMN03858388	NA	na	96942	96942	Vitreoscilla sp. C1	strain=C1	NA	latest	Complete Genome	Major	Full	2018-02-05	ASM295195v1	Illinois Institute of Technology	GCF_002951955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/955/GCA_002951955.1_ASM295195v1	NA	NA
GCA_000210915.2	PRJNA50431	SAMEA3138385	NA	representative genome	862908	97084	Halobacteriovorax marinus SJ	strain=SJ	NA	latest	Complete Genome	Major	Full	2012-11-02	ASM21091v2	Wellcome Trust Sanger Institute	GCF_000210915.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/915/GCA_000210915.2_ASM21091v2	NA	assembly from type material
GCA_002442875.1	PRJNA343955	SAMN05806433	NA	na	97084	97084	Halobacteriovorax marinus	strain=BE01	NA	latest	Complete Genome	Major	Full	2017-10-04	ASM244287v1	Providence College	GCF_002442875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/875/GCA_002442875.1_ASM244287v1	NA	NA
GCA_000266925.1	PRJNA53351	SAMN02261375	NA	representative genome	891968	97477	Acetomicrobium mobile DSM 13181	strain=DSM 13181	NA	latest	Complete Genome	Major	Full	2012-06-12	ASM26692v1	JGI	GCF_000266925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/266/925/GCA_000266925.1_ASM26692v1	NA	assembly from type material
GCA_000248095.3	PRJNA80653	SAMN02470226	NA	representative genome	1130798	97478	Lactobacillus mucosae LM1	strain=LM1	NA	latest	Complete Genome	Major	Full	2015-03-11	ASM24809v3	chunlab Inc.	GCF_000248095.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/095/GCA_000248095.3_ASM24809v3	NA	NA
GCA_902502875.1	PRJEB21840	SAMEA104296049	NA	na	97707	97707	arsenite-oxidising bacterium NT-25	strain=NT-25	NA	latest	Complete Genome	Major	Full	2019-10-22	C03_1.2	UNIVERSITY COLLEGE LONDON	GCF_902502875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/502/875/GCA_902502875.1_C03_1.2	NA	NA
GCA_000829195.1	PRJDB1395	SAMD00061012	NA	na	98228	98228	Bacillus sp. OxB-1	strain=OxB-1	NA	latest	Complete Genome	Major	Full	2015-01-06	ASM82919v1	Asano Active Enzyme Molecule Project, ERATO, JST, 5180 Kurokawa, Imizu, Toyama 939-0398, Japan	GCF_000829195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/195/GCA_000829195.1_ASM82919v1	NA	NA
GCA_000316575.1	PRJNA158683	SAMN02261328	NA	na	99598	99598	Calothrix sp. PCC 7507	strain=PCC 7507	NA	latest	Complete Genome	Major	Full	2012-12-04	ASM31657v1	JGI	GCF_000316575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/575/GCA_000316575.1_ASM31657v1	NA	NA
GCA_003391095.1	PRJNA484703	SAMN09768134	NA	representative genome	100225	100225	Austwickia chelonae	strain=LK16-18	NA	latest	Complete Genome	Major	Full	2018-08-14	ASM339109v1	Guangdong Institute of Applied Biological Resources	GCF_003391095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/391/095/GCA_003391095.1_ASM339109v1	NA	NA
GCA_000020525.1	PRJNA29215	SAMN02598461	NA	representative genome	517418	100716	Chloroherpeton thalassium ATCC 35110	strain=ATCC 35110	NA	latest	Complete Genome	Major	Full	2008-06-27	ASM2052v1	US DOE Joint Genome Institute	GCF_000020525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/525/GCA_000020525.1_ASM2052v1	NA	assembly from type material
GCA_000306885.1	PRJEA81837	SAMEA2272360	NA	representative genome	100901	100901	Wolbachia endosymbiont of Onchocerca ochengi	strain=wOo	NA	latest	Complete Genome	Major	Full	2012-07-30	ASM30688v1	University of Liverpool	GCF_000306885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/885/GCA_000306885.1_ASM30688v1	NA	NA
GCA_000265385.1	PRJNA46631	SAMN02232006	NA	representative genome	746697	101385	Aequorivita sublithincola DSM 14238	strain=DSM 14238	NA	latest	Complete Genome	Major	Full	2012-06-08	ASM26538v1	DOE Joint Genome Institute	GCF_000265385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/385/GCA_000265385.1_ASM26538v1	NA	assembly from type material
GCA_000011745.1	PRJNA13875	SAMN02603465	NA	na	291272	101534	Candidatus Blochmannia pennsylvanicus str. BPEN	strain=BPEN	NA	latest	Complete Genome	Major	Full	2005-08-04	ASM1174v1	Josephine Bay Paul Center	GCF_000011745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/745/GCA_000011745.1_ASM1174v1	NA	NA
GCA_001941865.1	PRJNA104953	SAMN03784977	NA	representative genome	741155	101564	Pseudomonas alcaliphila JAB1	strain=JAB1	NA	latest	Complete Genome	Major	Full	2017-01-10	ASM194186v1	Institute of Molecular Genetics of the ASCR	GCF_001941865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/865/GCA_001941865.1_ASM194186v1	NA	NA
GCA_000959245.1	PRJNA239258	SAMN03072629	NA	representative genome	1249668	101571	Burkholderia ubonensis MSMB22	strain=MSMB22	NA	latest	Complete Genome	Major	Full	2015-03-20	ASM95924v1	Los Alamos National Laboratory	GCF_000959245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/245/GCA_000959245.1_ASM95924v1	NA	NA
GCA_001718355.1	PRJNA279182	SAMN03449140	NA	na	101571	101571	Burkholderia ubonensis	strain=RF23-BP41	NA	latest	Complete Genome	Major	Full	2016-09-02	ASM171835v1	Northern Arizona University	GCF_001718355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/355/GCA_001718355.1_ASM171835v1	NA	NA
GCA_001718655.1	PRJNA279182	SAMN03449265	NA	na	101571	101571	Burkholderia ubonensis	strain=MSMB2035	NA	latest	Complete Genome	Major	Full	2016-09-02	ASM171865v1	Northern Arizona University	GCF_001718655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/655/GCA_001718655.1_ASM171865v1	NA	NA
GCA_001718695.1	PRJNA279182	SAMN03449272	NA	na	101571	101571	Burkholderia ubonensis	strain=MSMB0783	NA	latest	Complete Genome	Major	Full	2016-09-02	ASM171869v1	Northern Arizona University	GCF_001718695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/695/GCA_001718695.1_ASM171869v1	NA	NA
GCA_001718855.1	PRJNA279182	SAMN03449449	NA	na	101571	101571	Burkholderia ubonensis	strain=MSMB1189WGS	MSMB1189WGS	latest	Complete Genome	Major	Full	2016-09-02	ASM171885v1	Northern Arizona University	GCF_001718855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/855/GCA_001718855.1_ASM171885v1	NA	NA
GCA_001718975.1	PRJNA279182	SAMN03449682	NA	na	101571	101571	Burkholderia ubonensis	strain=MSMB1471WGS	NA	latest	Complete Genome	Major	Full	2016-09-02	ASM171897v1	Northern Arizona University	GCF_001718975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/975/GCA_001718975.1_ASM171897v1	NA	NA
GCA_000317575.1	PRJNA158877	SAMN02261352	NA	representative genome	111780	102116	Stanieria cyanosphaera PCC 7437	strain=PCC 7437	NA	latest	Complete Genome	Major	Full	2012-12-06	ASM31757v1	JGI	GCF_000317575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/575/GCA_000317575.1_ASM31757v1	NA	assembly from type material
GCA_000233715.3	PRJNA59873	SAMN02598540	NA	representative genome	767817	102134	Desulfallas gibsoniae DSM 7213	strain=DSM 7213	NA	latest	Complete Genome	Major	Full	2013-05-06	ASM23371v3	JGI	GCF_000233715.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/715/GCA_000233715.3_ASM23371v3	NA	assembly from type material
GCA_000246835.1	PRJNA70717	SAMN02603507	NA	representative genome	1069533	102684	Streptococcus infantarius subsp. infantarius CJ18	strain=CJ18	NA	latest	Complete Genome	Major	Full	2012-02-06	ASM24683v1	Laboratory of Food Biotechnology ETH Zurich, Switzerland	GCF_000246835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/835/GCA_000246835.1_ASM24683v1	NA	NA
GCA_001477615.1	PRJNA306242	SAMN04348603	NA	na	102684	102684	Streptococcus infantarius	strain=ICDDRB-NRC-S5	NA	latest	Complete Genome	Major	Full	2015-12-22	ASM147761v1	Nestle Research Center and Nestle Institute of Health Sciences	GCF_001477615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/615/GCA_001477615.1_ASM147761v1	NA	NA
GCA_000009705.1	PRJNA244	SAMD00061094	NA	na	103690	103690	Nostoc sp. PCC 7120 = FACHB-418	NA	NA	latest	Complete Genome	Major	Full	2004-05-11	ASM970v1	Kazusa	GCF_000009705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/705/GCA_000009705.1_ASM970v1	NA	NA
GCA_000328705.1	PRJEB28	SAMEA2272236	NA	representative genome	1179773	103731	Saccharothrix espanaensis DSM 44229	strain=type strain: DSM 44229	NA	latest	Complete Genome	Major	Full	2012-10-02	ASM32870v1	CeBiTec, Technology Platform Genomics	GCF_000328705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/705/GCA_000328705.1_ASM32870v1	NA	assembly from type material
GCA_009498035.1	PRJNA510219	SAMN10600592	NA	representative genome	103733	103733	Saccharothrix syringae	strain=NRRL B-16468	NA	latest	Complete Genome	Major	Full	2019-11-04	ASM949803v1	Qingdao Agricultural University	GCF_009498035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/035/GCA_009498035.1_ASM949803v1	NA	assembly from type material
GCA_000511305.1	PRJNA231235	SAMN02641478	NA	representative genome	1435356	103816	Rhodococcus pyridinivorans SB3094	strain=SB3094	NA	latest	Complete Genome	Major	Full	2013-12-20	ASM51130v1	Aalborg University	GCF_000511305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/305/GCA_000511305.1_ASM51130v1	NA	NA
GCA_002269365.1	PRJNA398330	SAMN07510605	NA	na	103816	103816	Rhodococcus pyridinivorans	strain=GF3	NA	latest	Complete Genome	Major	Full	2017-08-24	ASM226936v1	Dalian university of technology	GCF_002269365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/365/GCA_002269365.1_ASM226936v1	NA	NA
GCA_005944105.1	PRJNA545035	SAMN11869313	NA	na	103816	103816	Rhodococcus pyridinivorans	strain=YF3	NA	latest	Complete Genome	Major	Full	2019-06-04	ASM594410v1	Shanghai Jiao Tong University	GCF_005944105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/944/105/GCA_005944105.1_ASM594410v1	NA	NA
GCA_001078275.1	PRJNA287884	SAMN03790813	NA	representative genome	103855	103855	Bordetella hinzii	strain=F582	NA	latest	Complete Genome	Major	Full	2015-07-16	ASM107827v1	Centers for Disease Control and Prevention	GCF_001078275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/275/GCA_001078275.1_ASM107827v1	NA	NA
GCA_001078295.1	PRJNA287884	SAMN03790814	NA	na	103855	103855	Bordetella hinzii	strain=H568	NA	latest	Complete Genome	Major	Full	2015-07-16	ASM107829v1	Centers for Disease Control and Prevention	GCF_001078295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/295/GCA_001078295.1_ASM107829v1	NA	NA
GCA_004006875.1	PRJNA287884	SAMN07774523	NA	na	103855	103855	Bordetella hinzii	strain=H720	NA	latest	Complete Genome	Major	Full	2019-01-09	ASM400687v1	Centers for Disease Control and Prevention	GCF_004006875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/875/GCA_004006875.1_ASM400687v1	NA	NA
GCA_006770325.1	PRJNA287884	SAMN07137594	NA	na	103855	103855	Bordetella hinzii	strain=SV2	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677032v1	Centers for Disease Control and Prevention	GCF_006770325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/325/GCA_006770325.1_ASM677032v1	NA	NA
GCA_006770345.1	PRJNA287884	SAMN07137595	NA	na	103855	103855	Bordetella hinzii	strain=4134	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677034v1	Centers for Disease Control and Prevention	GCF_006770345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/345/GCA_006770345.1_ASM677034v1	NA	NA
GCA_006770365.1	PRJNA287884	SAMN07137599	NA	na	103855	103855	Bordetella hinzii	strain=4449	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677036v1	Centers for Disease Control and Prevention	GCF_006770365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/365/GCA_006770365.1_ASM677036v1	NA	NA
GCA_006770385.1	PRJNA287884	SAMN07137597	NA	na	103855	103855	Bordetella hinzii	strain=14-3425	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677038v1	Centers for Disease Control and Prevention	GCF_006770385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/385/GCA_006770385.1_ASM677038v1	NA	NA
GCA_006770405.1	PRJNA287884	SAMN07137598	NA	na	103855	103855	Bordetella hinzii	strain=TR-1212	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677040v1	Centers for Disease Control and Prevention	GCF_006770405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/405/GCA_006770405.1_ASM677040v1	NA	NA
GCA_006770425.1	PRJNA287884	SAMN07137596	NA	na	103855	103855	Bordetella hinzii	strain=243-2	NA	latest	Complete Genome	Major	Full	2019-07-09	ASM677042v1	Centers for Disease Control and Prevention	GCF_006770425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/770/425/GCA_006770425.1_ASM677042v1	NA	NA
GCA_008693545.1	PRJNA231221	SAMN11056336	NA	na	103855	103855	Bordetella hinzii	strain=FDAARGOS_621	NA	latest	Complete Genome	Major	Full	2019-09-25	ASM869354v1	US Food and Drug Administration	GCF_008693545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/545/GCA_008693545.1_ASM869354v1	NA	NA
GCA_011100485.1	PRJNA605693	SAMN14074879	NA	na	103855	103855	Bordetella hinzii	strain=FY01	NA	latest	Complete Genome	Major	Full	2020-03-10	ASM1110048v1	Southwest Minzu University	GCF_011100485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/485/GCA_011100485.1_ASM1110048v1	NA	NA
GCA_900186895.1	PRJEB6403	SAMEA4040645	NA	na	103855	103855	Bordetella hinzii	strain=NCTC13200	NA	latest	Complete Genome	Major	Full	2017-08-15	48450_A02	SC	GCF_900186895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/895/GCA_900186895.1_48450_A02	NA	NA
GCA_900637615.1	PRJEB6403	SAMEA4530653	NA	na	103855	103855	Bordetella hinzii	strain=NCTC13199	NA	latest	Complete Genome	Major	Full	2018-12-20	52191_A01	SC	GCF_900637615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/615/GCA_900637615.1_52191_A01	NA	assembly from type material
GCA_001874645.1	PRJNA350793	SAMN05947123	NA	representative genome	104087	104087	Pseudomonas frederiksbergensis	strain=ERDD5:01	NA	latest	Complete Genome	Major	Full	2016-11-10	ASM187464v1	CSIR-Institute of Himalayan Bioresource Technology	GCF_001874645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/645/GCA_001874645.1_ASM187464v1	NA	NA
GCA_001952935.1	PRJNA343270	SAMN06102480	NA	na	104087	104087	Pseudomonas frederiksbergensis	strain=AS1	NA	latest	Complete Genome	Major	Full	2017-01-17	ASM195293v1	Korea University	GCF_001952935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/935/GCA_001952935.1_ASM195293v1	NA	NA
GCA_002355315.1	PRJNA406849	SAMN07632931	NA	na	104087	104087	Pseudomonas frederiksbergensis	strain=KNU-15	NA	latest	Complete Genome	Major	Full	2017-09-25	ASM235531v1	Shin's Lab., Kyungpook National University	GCF_002355315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/315/GCA_002355315.1_ASM235531v1	NA	NA
GCA_002549835.1	PRJNA397225	SAMN07452474	NA	representative genome	104102	104102	Acetobacter tropicalis	strain=BDGP1	NA	latest	Complete Genome	Major	Full	2017-10-13	ASM254983v1	Lawrence Berkeley National Laboratory	GCF_002549835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/549/835/GCA_002549835.1_ASM254983v1	NA	NA
GCA_009362255.1	PRJNA576151	SAMN12930430	NA	na	104268	104268	Tenacibaculum mesophilum	strain=DSM 13764	NA	latest	Complete Genome	Major	Full	2019-10-26	ASM936225v1	Temasek Life Sciences Laboratory Limited	GCF_009362255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/362/255/GCA_009362255.1_ASM936225v1	NA	assembly from type material
GCA_003367705.1	PRJNA484194	SAMN09761059	NA	na	104336	104336	Microbacterium foliorum	strain=NRRL B-24224	NA	latest	Complete Genome	Major	Full	2018-08-09	ASM336770v1	University of Pittsburgh	GCF_003367705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/705/GCA_003367705.1_ASM336770v1	NA	assembly from type material
GCA_006385575.1	PRJNA548644	SAMN12045485	NA	na	104336	104336	Microbacterium foliorum	strain=M2	NA	latest	Complete Genome	Major	Full	2019-06-23	ASM638557v1	Shandong First Medical University	GCF_006385575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/575/GCA_006385575.1_ASM638557v1	NA	NA
GCA_000463345.3	PRJNA202845	SAMN02470747	NA	na	104623	104623	Serratia sp. ATCC 39006	strain=ATCC 39006	NA	latest	Complete Genome	Major	Full	2018-01-04	ASM46334v3	Oak Ridge National Lab	GCF_000463345.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/345/GCA_000463345.3_ASM46334v3	NA	NA
GCA_002847015.1	PRJNA419428	SAMN08054783	NA	na	104623	104623	Serratia sp. ATCC 39006	strain=ATCC 39006	NA	latest	Complete Genome	Major	Full	2017-12-21	ASM284701v1	University of Otago	GCF_002847015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/015/GCA_002847015.1_ASM284701v1	NA	NA
GCA_007036205.1	PRJDB4570	SAMD00173587	NA	na	104628	104628	Helicobacter suis	strain=SNTW101c	NA	latest	Complete Genome	Major	Full	2019-07-04	ASM703620v1	Kitasato Institute for Life Sciences, Kitasato University	GCF_007036205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/036/205/GCA_007036205.1_ASM703620v1	NA	NA
GCA_008876665.1	PRJNA566223	SAMN12784883	NA	representative genome	104955	104955	Lactobacillus frumenti	strain=LF145	NA	latest	Complete Genome	Major	Full	2019-10-08	ASM887666v1	Korea University	GCF_008876665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/876/665/GCA_008876665.1_ASM887666v1	NA	NA
GCA_000954135.2	PRJNA273689	SAMN03295199	NA	representative genome	105219	105219	Ralstonia mannitolilytica	strain=SN82F48	NA	latest	Complete Genome	Major	Full	2015-03-19	ASM95413v2	UCSF	GCF_000954135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/954/135/GCA_000954135.2_ASM95413v2	NA	NA
GCA_001628775.1	PRJNA278904	SAMN03434877	NA	na	105219	105219	Ralstonia mannitolilytica	strain=SN83A39	NA	latest	Complete Genome	Major	Full	2016-04-22	ASM162877v1	UCSF	GCF_001628775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/775/GCA_001628775.1_ASM162877v1	NA	NA
GCA_011044515.1	PRJNA607372	SAMN14131005	NA	na	105219	105219	Ralstonia mannitolilytica	strain=Guangzhou-RMAB10	NA	latest	Complete Genome	Major	Full	2020-03-01	ASM1104451v1	South China University of Technology	GCF_011044515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/044/515/GCA_011044515.1_ASM1104451v1	NA	NA
GCA_000015725.1	PRJNA10789	SAMN02598264	NA	representative genome	420662	105560	Methylibium petroleiphilum PM1	strain=PM1	NA	latest	Complete Genome	Major	Full	2007-01-29	ASM1572v1	DOE Joint Genome Institute	GCF_000015725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/725/GCA_000015725.1_ASM1572v1	NA	assembly from type material
GCA_000013345.1	PRJNA13963	SAMN02199398	NA	representative genome	106370	106370	Frankia casuarinae	strain=CcI3	NA	latest	Complete Genome	Major	Full	2006-02-06	ASM1334v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000013345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/345/GCA_000013345.1_ASM1334v1	NA	assembly from type material
GCA_000009285.2	PRJNA13603	SAMEA3283071	NA	na	381666	106590	Cupriavidus necator H16	strain=H16	NA	latest	Complete Genome	Major	Full	2006-08-30	ASM928v2	Gottingen Genomics Laboratory	GCF_000009285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/285/GCA_000009285.2_ASM928v2	NA	NA
GCA_000219215.1	PRJNA67893	SAMN02603269	NA	representative genome	1042878	106590	Cupriavidus necator N-1	strain=N-1	NA	latest	Complete Genome	Major	Full	2011-06-24	ASM21921v1	Georg-August-University Goettingen	GCF_000219215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/215/GCA_000219215.1_ASM21921v1	NA	assembly from type material
